source,catalog_product_name,catalog_brand,candidate_code,issuing_agency,name_in_db,company_in_db,detail_or_class,extra_id,manufacturer_srn,status,detail_uuid,query_url,found_on
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00357599835019,GS1,FreeStyle Libre 2 Plus,ABBOTT DIABETES CARE INC,FreeStyle Libre 2 Plus Sensor,78747,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00357599000479,GS1,FreeStyle Libre,ABBOTT DIABETES CARE INC,FreeSyle Libre Software CD,71527,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,10681490265918,GS1,FREESTYLE®,"MEDTRONIC, INC.",VALVE FR99525 FREESTYLE AOR US,FR99525,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,10681490265888,GS1,FREESTYLE®,"MEDTRONIC, INC.",VALVE FR995-19 FREESTYLE AOR US,FR995-19,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00643169002418,GS1,FREESTYLE®,"MEDTRONIC, INC.",VLV 995MS21 FREESTYLE MS US TEMP IND,995MS21,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00357599819002,GS1,FreeStyle Libre 3,ABBOTT DIABETES CARE INC,FreeStyle Libre 3 Sensor Kit NFRS,72080,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00699073124500,GS1,FreeStyle,ABBOTT DIABETES CARE INC,FreeStyle Blood Glucose Test Strips,12450,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,FreeStyle Precision Neo Meter,Abbott,00810007660387,GS1,FreeStyle,HOURGLASS INTERNATIONAL INC,"Nitrile Powder Free Examination Gloves, XXL, Tested for Use with Chemotherapy Drugs.",1105,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,M766AS0951U0,HIBCC,FreeStyle,CAIRE INC.,"FREESTYLE OXYGEN CONCENTRATOR, 1-3LPM, REFURBISHED",AS095-1U,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00357599715625,GS1,FreeStyle Libre Pro,ABBOTT DIABETES CARE INC,FreeStyle Libre Pro Sensor Kit,71562,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00357599835019,GS1,FreeStyle Libre 2 Plus,ABBOTT DIABETES CARE INC,FreeStyle Libre 2 Plus Sensor,78747,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00357599000479,GS1,FreeStyle Libre,ABBOTT DIABETES CARE INC,FreeSyle Libre Software CD,71527,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,10681490265918,GS1,FREESTYLE®,"MEDTRONIC, INC.",VALVE FR99525 FREESTYLE AOR US,FR99525,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,10681490265888,GS1,FREESTYLE®,"MEDTRONIC, INC.",VALVE FR995-19 FREESTYLE AOR US,FR995-19,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00643169002418,GS1,FREESTYLE®,"MEDTRONIC, INC.",VLV 995MS21 FREESTYLE MS US TEMP IND,995MS21,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00357599819002,GS1,FreeStyle Libre 3,ABBOTT DIABETES CARE INC,FreeStyle Libre 3 Sensor Kit NFRS,72080,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00699073124500,GS1,FreeStyle,ABBOTT DIABETES CARE INC,FreeStyle Blood Glucose Test Strips,12450,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Precision/FreeStyle Blood Ketone Strips,Abbott,00810007660387,GS1,FreeStyle,HOURGLASS INTERNATIONAL INC,"Nitrile Powder Free Examination Gloves, XXL, Tested for Use with Chemotherapy Drugs.",1105,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22FreeStyle%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB9196CS0,HIBCC,Glucagon Control Slides,"BIO SB, INC.",Glucagon Control Slides,BSB-9196-CS,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB33430,HIBCC,"Tinto Glucagon, MMab","BIO SB, INC.","Tinto Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Predilute, 7 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB67850,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,00810113062310,GS1,"Rabbit Monoclonal Anti-Human Glucagon Antibody, EP74",Epitomics Inc.,"Rabbit Monoclonal Anti-Human Glucagon  (74), 0.1 mL concentrated",AC-0074A,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB33460,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 0.5 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB33470,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB55770,HIBCC,Tinto Glucagon,"BIO SB, INC.",Tinto Glucagon,"Predilute, 15 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB23330,HIBCC,Glucagon RMab,"BIO SB, INC.","Anti-Glucagon is a rabbit monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5,","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B24211HGHHUE010,HIBCC,Human Growth Hormone ELISA,"AMERICAN LABORATORY PRODUCTS COMPANY, LTD.",The Glucagon ELISA is for the quantitative measurement of Growth Hormone (GH) in human serum by an ELISA (Enzyme-Linked Immunosorbent Assay). For in vitro diagnostic use.,11-HGHHU-E01,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Baqsimi (nasal glucagon),Eli Lilly,B502BSB33480,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB9196CS0,HIBCC,Glucagon Control Slides,"BIO SB, INC.",Glucagon Control Slides,BSB-9196-CS,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB33430,HIBCC,"Tinto Glucagon, MMab","BIO SB, INC.","Tinto Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Predilute, 7 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB67850,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,00810113062310,GS1,"Rabbit Monoclonal Anti-Human Glucagon Antibody, EP74",Epitomics Inc.,"Rabbit Monoclonal Anti-Human Glucagon  (74), 0.1 mL concentrated",AC-0074A,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB33460,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 0.5 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB33470,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB55770,HIBCC,Tinto Glucagon,"BIO SB, INC.",Tinto Glucagon,"Predilute, 15 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB23330,HIBCC,Glucagon RMab,"BIO SB, INC.","Anti-Glucagon is a rabbit monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5,","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B24211HGHHUE010,HIBCC,Human Growth Hormone ELISA,"AMERICAN LABORATORY PRODUCTS COMPANY, LTD.",The Glucagon ELISA is for the quantitative measurement of Growth Hormone (GH) in human serum by an ELISA (Enzyme-Linked Immunosorbent Assay). For in vitro diagnostic use.,11-HGHHU-E01,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Gvoke HypoPen (glucagon),Xeris,B502BSB33480,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB9196CS0,HIBCC,Glucagon Control Slides,"BIO SB, INC.",Glucagon Control Slides,BSB-9196-CS,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB33430,HIBCC,"Tinto Glucagon, MMab","BIO SB, INC.","Tinto Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Predilute, 7 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB67850,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,00810113062310,GS1,"Rabbit Monoclonal Anti-Human Glucagon Antibody, EP74",Epitomics Inc.,"Rabbit Monoclonal Anti-Human Glucagon  (74), 0.1 mL concentrated",AC-0074A,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB33460,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 0.5 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB33470,HIBCC,Glucagon MMab,"BIO SB, INC.","Glucagon is a mouse monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB55770,HIBCC,Tinto Glucagon,"BIO SB, INC.",Tinto Glucagon,"Predilute, 15 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB23330,HIBCC,Glucagon RMab,"BIO SB, INC.","Anti-Glucagon is a rabbit monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5,","Concentrate, 1 ml",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B24211HGHHUE010,HIBCC,Human Growth Hormone ELISA,"AMERICAN LABORATORY PRODUCTS COMPANY, LTD.",The Glucagon ELISA is for the quantitative measurement of Growth Hormone (GH) in human serum by an ELISA (Enzyme-Linked Immunosorbent Assay). For in vitro diagnostic use.,11-HGHHU-E01,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,GlucaGen HypoKit (glucagon),Novo Nordisk,B502BSB33480,HIBCC,Glucagon control slides,"BIO SB, INC.",Glucagon Control,"Control Slides, 5",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=device_description%3A%22glucagon%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,00192896076877,GS1,JOSEPH SKIN HOOK,"SONTEC INSTRUMENTS, INC.",JOSEPH SKIN HOOK BLUNT BALL TIPS BLUE ELECTRO COATED,199-421,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,00192896116931,GS1,Gilles Skin Hook,"SONTEC INSTRUMENTS, INC.",Gilles Skin Hook Round/Flat Handle Large Tip,199-388,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,08904428721399,GS1,OSSEOUS- Skin Closure Tape,EON MEDITECH PRIVATE LIMITED,,EA91066,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,04942962608817,GS1,"Skin Temp Probe, 5mm O.D.(W)",ATOM MEDICAL CORPORATION,,60881,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,08057971591725,GS1,Adam's Skin,BIONIT LABS SRL,Adam's Skin - Glove for Adam's Hand (spare part) - Individual Glove - Side: Right - Size: Medium,AS02-RM1-I0,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,00192896025042,GS1,SONTEC SKIN HOOK,"SONTEC INSTRUMENTS, INC.",SONTEC SKIN HOOK SHARP TIPS,199-400,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,D9281057840,HIBCC,"SKIN HOOK ALM-2-3-2/4""","W.H. Holden, Inc.",,10-5784,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,08057971593941,GS1,Adam's Skin,BIONIT LABS SRL,Adam's Skin - Glove for Adam's Hand (spare part) - Basic Glove - Color: N3 - Side: Right - Size: Small,AS02-RS1-N3,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,00887761000797,GS1,Sterion® Skin Closure,"ASPEN SURGICAL PRODUCTS, INC.",Intended for skin closure and closure support for sutures and staples,753046BBG,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Skin Tac Adhesive Wipes,Skin Tac,10697660003747,GS1,Skin Hook Retractor (with 2 Sharp Prongs) (non glare),Oculo-Plastik Inc,The Skin Hook is a retractor with two sharp prongs. All non-reflective.,28-012,,Not in Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Skin%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,07331791001611,GS1,Provox Adhesive FlexiDerm Round,Atos Medical AB,The Provox Adhesives are single use devices intended for laryngectomized patients breathing through a tracheostoma. The devices are attached to the skin around the tracheostoma in order to provide attachment for components of the Provox HME System.,7253,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,00766588235738,GS1,"609 - Adhesive Bandages Woven 1""x 3"" - 16/unit","Certified Safety Manufacturing, Inc.","609 - Adhesive Bandages Woven 1""x 3"" - 16/unit",R523-573,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,00616784302416,GS1,FoamFlex Non-Adhesive Waterproof Foam Dressing,Dynarex Corporation,"FoamFlex Non-Adhesive Waterproof Foam Dressing, 4""x4""",3024,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,00082147000891,GS1,"ROLL OF FELT - 1/8"" THICKNESS - FLESH COLORED MOLESKIN W/ADHESIVE",HAPAD INC,,"1/8"" x 6"" x 2.5 YDS",,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,D73520002020010,HIBCC,ALPHA-DENT® Self Cure Bonding Adhesive,"DENTAL TECHNOLOGIES, INC.","ALPHA-DENT® Self Cure Bonding Adhesive is designed for bonding composite resin materials to dentin and enamel.  The ideal viscosity allows the material to penetrate into microtubules to enhance mechanical adhesion.  Kit Contains: 3ml Base Adhesive, 3ml Catalyst Bonding Resin",200.0202.001,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,B425CST03429022,HIBCC,Adhesive Disposable SpO2 Sensors with Medaplast Tape - Pediatric,MEDIAID INC,"SpO2 sensors are electro-optical sensors that function without skin penetration, electrical contact, or heat transfer. The sensor uses optical means to determine the light absorption of functional arterial hemoglobin by being connected between the patient and the Oximeter. The sensor contains three optical components, (LED) that serves as light sources and one photodiode that acts as light detector. The optical components are housed in adhesive film/rigid spring-loaded clip, or foam and Velcro wrap. The sensor cable is terminated by a connector as specified by the different make/ manufacturer of the pulse Oximeter, with an optional adapter cable for compatible models.",CST034-2902,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,D73520601010010,HIBCC,ALPHA-DENT® Light Cure Bonding Adhesive,"DENTAL TECHNOLOGIES, INC.",ALPHA-DENT® Light Cure Bonding Adhesive is designed for bonding composite resin materials to dentin and enamel.  The ideal viscosity allows the material to penetrate into microtubules to enhance mechanical adhesion.  Kit Contains: 1 x 3ml Bonding Resin Bottle,206.0101.001,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,B425CST03421512,HIBCC,Adhesive Disposable SpO2 Sensors with Medaplast Tape - Adult,MEDIAID INC,"SpO2 sensors are electro-optical sensors that function without skin penetration, electrical contact, or heat transfer. The sensor uses optical means to determine the light absorption of functional arterial hemoglobin by being connected between the patient and the Oximeter. The sensor contains three optical components, (LED) that serves as light sources and one photodiode that acts as light detector. The optical components are housed in adhesive film/rigid spring-loaded clip, or foam and Velcro wrap. The sensor cable is terminated by a connector as specified by the different make/ manufacturer of the pulse Oximeter, with an optional adapter cable for compatible models.",CST034-2151,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,00616784302515,GS1,FoamFlex Non-Adhesive Waterproof Foam Dressing,Dynarex Corporation,"FoamFlex Non-Adhesive Waterproof Foam Dressing, 6""x6""",3025,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
openFDA-US,Adhesive Patches/Overlays,Generic,00787551013375,GS1,80549 Cord Cover - XL with Strong Adhesive,"XODUS MEDICAL, INC.",80549 Cord Cover - XL with Strong Adhesive,80549,,In Commercial Distribution,,https://api.fda.gov/device/udi.json?search=brand_name%3A%22Adhesive%22&limit=10,2026-06-26
